Project#,imaged,Morphospecies#,MorphospeciesName,phylum,subphylum,superclass,class,subclass,infraclass,subterclass,superorder,order,suborder,infraorder,parvorder,Zoosection,Zoosubsection,superfamily,epifamily,family,subfamily,supertribe,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,Scientific Name,sex,identifiedBy,identificationRemarks,identificationQualifier,individualCount,lifeStage,preparations,establismentMeans ,basisOfRecord,institutionID,institutionCode,datasetID,catalogNumber,collectionCode,occurrenceRemarks,recordedBy,associatedMedia,associatedTaxa,associatedReferences,associatedSequences,eventID,parentEventID,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,eventTime,year,month,day,habitat,fieldNumber,fieldNotes,eventRemarks,locationID,islandGroup,island,country,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,minimumElevationInMeters,maximumElevationInMeters,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,
SBBG-SR_000022,y,SBBG-SR_000022,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Thysanoptera,Terebrantia,,,,,,,Aeolothripidae,,,,,Aeolothrips,,,,,,Fritz Light,to Thripidae,,1,immature,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000022,,immature,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1822802 | https://bugguide.net/node/view/1822803 | https://bugguide.net/node/view/1822804,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000023,y,SBBG-SR_000023,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Thysanoptera,,,,,,,,,,,,,,,,,,,Fritz Light,to Thysanoptera,,1,immature,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000023,,immature,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1822805 | https://bugguide.net/node/view/1822806,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000024,y,SBBG-SR_000024,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Sternorrhyncha,Aphidomorpha,,,,Aphidoidea,,Aphididae,Aphidinae,,Aphidini,Rhopalosiphina,Rhopalosiphum,,padi,,Rhopalosiphum padi,,Fritz Light | Natalie Hernandez | Natalie Hernandez,"to Aphididae | to Rhopalosiphum padi from Aphididae on BugGuide | Rhopalosiphum have a tiny little cauda that always sticks out to me. They also have secondary sensoria all over antennal segment III, and the second fork of the M-vein is closer to the edge of the wing than in Aphis. The base of antennal segment six is short too. Padi has slightly swollen siphunculi and the flange at the tip is tilted at a 45 degree angle.",,1,winged adult,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000024,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1821058 | https://bugguide.net/node/view/1821059 | https://bugguide.net/node/view/1821060 | https://bugguide.net/node/view/1821061,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000025,y,SBBG-SR_000025,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Sternorrhyncha,Aphidomorpha,,,,Aphidoidea,,Aphididae,,,,,,,,,,,Fritz Light | Natalie Hernandez | Natalie Hernandez,to Aphididae | Aphididae confirmed on BugGuide | moved to Aphididae Nymphs on BugGuide,,2,nymph,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000025,,nymph,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1821062 | https://bugguide.net/node/view/1821063 | https://bugguide.net/node/view/1821064,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000026,y,SBBG-SR_000026,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Symphypleona,,,,,,Sminthuroidea,,Bourletiellidae,,,,,Bourletiella,,gibbonsi,,Bourletiella gibbonsi,,Fritz Light | Frans Janssens,to Bourletiellidae | to Bourletiella gibbonsi from Bourletiellidae on BuGuide,,7,,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000026,,"dried out in snapcap, there was no alcohol present; specimen are indistinguishable ",Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1436999 | https://bugguide.net/node/view/1437000 | https://bugguide.net/node/view/1437002 | https://bugguide.net/node/view/1437003,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000027,y,SBBG-SR_000027,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Entomobryomorpha,,,,,,Isotomoidea,,Isotomidae,Isotominae,,,,,,,,,,Fritz Light | Frans Janssens,to Collembola | to Isotominae from Collembola on BugGuide,,1,,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000027,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1820393,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000028,y,SBBG-SR_000028,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Entomobryomorpha,,,,,,Entomobryoidea,,Entomobryidae,,,,,Entomobrya,,,,,,Fritz Light | Frans Janssens,to Collembola | to Entomobrya from Collembola on BugGuide,,5,,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000028,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1820408 | https://bugguide.net/node/view/1820411 | https://bugguide.net/node/view/1820413,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000029,y,SBBG-SR_000029,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hemiptera,Sternorrhyncha,,,,,Coccoidea,,Pseudococcidae,,,,,,,,,,,Fritz Light | Vassili Belov,to Pseudococcidae | to Sternorrhyncha from Hemiptera on BugGuide,,1,immature,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000029,,immature,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1821369 | https://bugguide.net/node/view/1821370 | https://bugguide.net/node/view/1821371 | https://bugguide.net/node/view/1821372,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000030,y,SBBG-SR_000030,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Encyrtidae,,,Anagyrini,,Rhopus,,,,,,Fritz Light | Bob Zuparko | Bob Zuparko,"to Encyrtidae | to Rhupos from Encyrtidae on BugGuide | ""I believe this is an undescribed species""",,1,adult,imaged | 75% EtOH,,PreservedSpecimen,SBBG,,SBBG-SR,000030,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1822534 | https://bugguide.net/node/view/1822535 | https://bugguide.net/node/view/1822536,,,,1N-B_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 60% veg cover,,,,1N-B,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,464 m,,,,Zone10 E766370,Zone10 N3759889,33.94579,-120.11787,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000031,y,SBBG-SR_000008,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Dermaptera,Neodermaptera,Epidermaptera,Eteodermaptera,,,Forficuloidea,,Forficulidae,Forficulinae,,,,Forficula,,auricularia,,Forficula auricularia,,Fritz Light | Brandon Woo,to morphospecies SBBG-SCL-TIC_000008 | to Forficula auricularia from Forficulidae on BugGuide,,20,,,,PreservedSpecimen,SBBG,,SBBG-SR,000031,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1820446 | https://bugguide.net/node/view/1820447 | https://bugguide.net/node/view/1820448 | https://bugguide.net/node/view/1820449 | https://bugguide.net/node/view/1820450 | https://bugguide.net/node/view/1820451,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000032,y,SBBG-SR_000032,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Poduromorpha,,,,,,,,Hypogastruridae,,,,,,,,,,,Fritz Light | Frans Janssens,to Collembola | to Hypogastruridae from Collembola on BugGuide,,135,,,,PreservedSpecimen,SBBG,,SBBG-SR,000032,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1436959 | https://bugguide.net/node/view/1436960 | https://bugguide.net/node/view/1436961 | https://bugguide.net/node/view/1436962 | https://bugguide.net/node/view/1436963 | https://bugguide.net/node/view/1436965 | https://bugguide.net/node/view/1437699 | https://bugguide.net/node/view/1437700 | https://bugguide.net/node/view/1437702 | https://bugguide.net/node/view/1437704 | https://bugguide.net/node/view/1437706 | https://bugguide.net/node/view/1437708,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000033,y,SBBG-SR_000033,,Arthropoda,Hexapoda,,Entognatha,Collembola,,,,Entomobryomorpha,,,,,,Isotomoidea,,Isotomidae,,,,,,,,,,,Fritz Light | Frans Janssens | Frans Janssens,"to Entomobryidae | to Isotomidae from Entomobryidae on BugGuide | ""Could be 2 species of Isotomidae... or 2 specimens of the same species, 1 more macerated than the other perhaps…""",,3,,,,PreservedSpecimen,SBBG,,SBBG-SR,000033,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1439151 | https://bugguide.net/node/view/1439153 | https://bugguide.net/node/view/1439154 | https://bugguide.net/node/view/1439156 | https://bugguide.net/node/view/1439159,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000034,y,SBBG-SR_000034,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Chalcidoidea,,Mymaridae,,,,,Gonatocerus,,,,,female,Fritz Light | Ross Hill | Bob Zuparko,to Mymaridae | to Gonatocerus from Mymaridae on BugGuide | Gonatocerus confirmed on BugGuide,,2,,,,PreservedSpecimen,SBBG,,SBBG-SR,000034,,female,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1822540 | https://bugguide.net/node/view/1822542,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000035,y,SBBG-SR_000035,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Proctotrupomorpha,,,,Platygastroidea,,Scelionidae,Scelioninae,,,,Exon,,,,,female,Fritz Light | Ross Hill | Ross Hill | John Ascher | Zachary Lahey | Bob Zuparko | John F. Carr,"to Hymenoptera | to Platygastridae from Hymenoptera on BugGuide | Metasomal segment two is always the longest and widest in this group | confirmed to Platygastridae on BugGuide | to Exon, rejecting Platygastridae on BugGuide |confirmed to Scelionidae on BugGuide | confirmed to Exon on BugGuide",,2,adult,70% EtOH | imaged,,PreservedSpecimen,SBBG,,SBBG-SR,000035,,specimen requested by Z. Lahey,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1440844 | https://bugguide.net/node/view/1440846 | https://bugguide.net/node/view/1440847 | https://bugguide.net/node/view/1440848 | https://bugguide.net/node/view/1822568,,"Masner L (1980) Key to genera of Scelionidae of the Holarctic region, with descriptions of new genera and species (Hymenoptera: Proctotrupoidea). The Memoirs of the Entomological Society of Canada, 112(S113) 1–54.",,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000036,y,SBBG-SR_000036,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,,,,,Ceraphronoidea,,Ceraphronidae,,,,,Aphanogmus,,,,,female,Fritz Light | Ross Hill | Jonah M. Ulmer,to Ceraphronidae from Hymenoptera on BugGuide | to Aphanogmus from Ceraphronidae on BugGuide,,2,adult,70% EtOH | imaged,,PreservedSpecimen,SBBG,,SBBG-SR,000036,,female,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1440543 | https://bugguide.net/node/view/1440546 | https://bugguide.net/node/view/1440551 | https://bugguide.net/node/view/1440553,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
SBBG-SR_000037,y,SBBG-SR_000037,,Arthropoda,Hexapoda,,Insecta,Pterygota,,,,Hymenoptera,Apocrita,Aculeata,,,,Chrysidoidea,,Chrysididae,Chrysidinae,,Chrysidini,,Chrysura,,,,,female,Fritz Light | Bob Zuparko | Villu Soon,to Halictidae | to Chrysididae rejecting Halictidae on BugGuide | to Chrysura from Chrysididae on BugGuide,,1,adult,70% EtOH | imaged,,PreservedSpecimen,SBBG,,SBBG-SR,000037,,,Denise A. Knapp | Kathryn McEachern,https://bugguide.net/node/view/1822579 | https://bugguide.net/node/view/1822581 | https://bugguide.net/node/view/1822583 | https://bugguide.net/node/view/1822584 | https://bugguide.net/node/view/1822585 | https://bugguide.net/node/view/1822586,,,,1N-A_20170405,,pitfall traps: five 4 oz (118 ml) laboratory specimen containers,24,hours,24 hours,,2017,4,5,pitfall in annual grassland with 58% veg cover,,,,1N-A,Channel Islands,Santa Rosa Island,United States,California,Santa Barbara,,Soledad Ridge,,468 m,,,,Zone10 E766367,Zone10 N3759875,33.94567,-120.11790,NAD83 | GCS,,Casey H. Richart,7-May-20,,Montana State University | Google Earth,UTM coordinates were converted to decimal degrees using a Montana State University geographic unit converter found here http://www.rcn.montana.edu/resources/converter.aspx | elevational data was mined from Google Earth using converted coordinates,
